Name;Year;Publisher;Genre;women_percentage;men_percentage;Platform;Console_Name;Manufacturer;Release_Year;Sales;Type;NA_Sales;EU_Sales;JP_Sales;Other_Sales
Diablo;1997;Electronic Arts;Role-Playing;0,26;0,74;PS;PlayStation;Sony;1994;102,49;Home;0,29;0,19;0,07;0,04
Dr. Seuss: How the Grinch Stole Christmas;2007;CokeM Interactive;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,29;0;0;0,02
Drawn to Life: The Next Chapter;2009;THQ;Puzzle;0,42;0,58;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,39;0;0,08
Dreamworks Madagascar Kartz;2009;Activision;Racing;0,06;0,94;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,16;0;0,05
EA Playground;2007;Electronic Arts;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,29;0,01;0;0,03
EA Sports Grand Slam Tennis;2009;Electronic Arts;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,52;0,02;0,11
ESPN College Hoops 2K5;2004;Sega;Sports;0,02;0,98;XB;Xbox;Microsoft;2001;24;Home;0,29;0,08;0;0,01
FIFA Soccer 06;2005;Electronic Arts;Sports;0,02;0,98;XB;Xbox;Microsoft;2001;24;Home;0,29;0,38;0;0,01
FIFA Soccer 09 All-Play;2008;Electronic Arts;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,52;0;0,09
Final Fantasy Chronicles;2001;Square;Role-Playing;0,26;0,74;PS;PlayStation;Sony;1994;102,49;Home;0,29;0,2;0;0,03
Final Fantasy X/X-2 HD Remaster;2015;Square Enix;Role-Playing;0,26;0,74;PS4;PlayStation 4;Sony;2013;108,9;Home;0,29;0,25;0,06;0,11
Fire Emblem: Path of Radiance;2005;Nintendo;Action;0,18;0,82;GC;GameCube;Nintendo;2001;21,74;Home;0,29;0,08;0,16;0,01
Fishing Master;2007;Konami Digital Entertainment;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0;0;0,02
Foto Frenzy: Spot The Diffrence;2009;Storm City Games;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,29;0;0;0,02
Guitar Hero Live;2015;Activision;Misc;0,38;0,62;XOne;Xbox One;Microsoft;2013;46,9;Home;0,29;0,17;0;0,05
Half-Life;2001;Vivendi Games;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;0,29;0,23;0;0,08
Harry Potter and the Prisoner of Azkaban;2004;Electronic Arts;Action;0,18;0,82;GC;GameCube;Nintendo;2001;21,74;Home;0,29;0,08;0;0,01
Hitman: Blood Money;2006;Eidos Interactive;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,29;0,06;0,01;0,03
Hot Shots Golf;1997;Sony Computer Entertainment;Sports;0,02;0,98;PS;PlayStation;Sony;1994;102,49;Home;0,29;0,2;2,13;0,18
Hot Wheels: Stunt Track Challenge;2004;THQ;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,29;0,23;0;0,08
Just Dance Kids 2;2011;Ubisoft;Misc;0,38;0,62;X360;Xbox 360;Microsoft;2005;84;Home;0,29;0,09;0;0,03
Kane & Lynch: Dead Men;2007;Eidos Interactive;Shooter;0,055;0,945;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;0,32;0,01;0,13
Kirby Tilt 'n' Tumble;2000;Nintendo;Puzzle;0,42;0,58;GB;Game Boy;Nintendo;1989;118,69;Handheld;0,29;0,17;0,75;0,02
LEGO Pirates of the Caribbean: The Video Game;2011;Disney Interactive Studios;Action;0,18;0,82;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,29;0,28;0;0,06
Littlest Pet Shop: City Friends;2009;Electronic Arts;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,29;0;0;0,02
Lost Planet 2;2010;Capcom;Shooter;0,055;0,945;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;0,34;0,2;0,13
Major League Baseball 2K7;2007;Spike;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,29;0,23;0;0,08
Marvel Nemesis: Rise of the Imperfects;2005;Electronic Arts;Fighting;0,134;0,866;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,29;0;0;0,03
Mega Man Anniversary Collection;2004;Capcom;Platform;0,25;0,75;PS2;PlayStation 2;Sony;2000;155;Home;0,29;0,22;0;0,08
Mercenaries 2: World in Flames;2008;Electronic Arts;Shooter;0,055;0,945;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;0,4;0,02;0,16
Metal Gear Rising: Revengeance;2013;Konami Digital Entertainment;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,29;0,16;0;0,04
Minecraft: Story Mode;2015;Mojang;Adventure;0,36;0,64;XOne;Xbox One;Microsoft;2013;46,9;Home;0,29;0,21;0;0,05
Mission: Impossible;1999;Infogrames;Action;0,18;0,82;PS;PlayStation;Sony;1994;102,49;Home;0,29;0,2;0;0,03
MLB 07: The Show;2007;Sony Computer Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;0;0;0,02
Mortal Kombat 3;1995;Sony Computer Entertainment;Fighting;0,134;0,866;PS;PlayStation;Sony;1994;102,49;Home;0,29;0,2;0,02;0,04
Mountain King;1982;CBS Electronics;Action;0,18;0,82;2600;Atari 2600;Atari;1977;30;Home;0,29;0,02;0;0
MX vs. ATV Untamed;2008;THQ;Racing;0,06;0,94;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,03;0;0,03
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten;2009;Mentor Interactive;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,29;0;0;0,02
Naruto Shippuden: Ultimate Ninja Storm 3;2013;Namco Bandai Games;Fighting;0,134;0,866;X360;Xbox 360;Microsoft;2005;84;Home;0,29;0,17;0,01;0,04
Naruto: Rise of a Ninja;2007;Ubisoft;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,29;0,02;0;0,03
NASCAR 2011: The Game;2011;Activision;Racing;0,06;0,94;X360;Xbox 360;Microsoft;2005;84;Home;0,29;0;0;0,02
NASCAR Heat 2002;2001;Infogrames;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,29;0,23;0;0,08
NBA Live 2002;2001;Electronic Arts;Sports;0,02;0,98;PS;PlayStation;Sony;1994;102,49;Home;0,29;0,19;0;0,03
New Play Control! Pikmin;2008;Nintendo;Strategy;0,09;0,91;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,14;0,19;0,04
NHL 09;2008;Electronic Arts;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;0,02;0;0,03
Nicktoons: Freeze Frame Frenzy;2004;THQ;Action;0,18;0,82;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,29;0,11;0;0,01
Pirates of the Caribbean: At World's End;2007;Disney Interactive Studios;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,29;0,02;0;0,03
Power Rangers Samurai;2011;Namco Bandai Games;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,03;0;0,02
pro evolution soccer 2011;2010;Konami Digital Entertainment;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;1,18;0,54;0,41
Rayman Arena;2001;Ubisoft;Racing;0,06;0,94;PS2;PlayStation 2;Sony;2000;155;Home;0,29;0,23;0;0,08
Ready 2 Rumble Boxing: Round 2;2000;Midway Games;Fighting;0,134;0,866;PS;PlayStation;Sony;1994;102,49;Home;0,29;0,2;0;0,03
Rock Band 2;2008;MTV Games;Misc;0,38;0,62;PS2;PlayStation 2;Sony;2000;155;Home;0,29;0,23;0;0,08
Rocket Power: Dream Scheme;2001;THQ;Action;0,18;0,82;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,29;0,11;0;0,01
Rocksmith 2014;2014;Ubisoft;Misc;0,38;0,62;XOne;Xbox One;Microsoft;2013;46,9;Home;0,29;0,08;0;0,04
Saban's Power Rangers: Lightspeed Rescue;2000;THQ;Action;0,18;0,82;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,29;0,06;0;0
Sacred 2: Fallen Angel;2009;Deep Silver;Role-Playing;0,26;0,74;X360;Xbox 360;Microsoft;2005;84;Home;0,29;0,17;0,04;0,05
Scooby-Doo! and the Spooky Swamp;2010;Warner Bros. Interactive Entertainment;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,13;0;0,04
Sega Superstars Tennis;2008;Sega;Sports;0,02;0,98;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,29;0,37;0;0,08
Sesame Street: Cookie's Counting Carnival;2010;Warner Bros. Interactive Entertainment;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0;0;0,02
SingStar Vol. 2;2008;Sony Computer Entertainment;Misc;0,38;0,62;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;0,4;0;0,13
Skate;2007;Electronic Arts;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;0,05;0;0,04
Speed Racer: The Videogame;2008;Warner Bros. Interactive Entertainment;Racing;0,06;0,94;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,29;0,05;0;0,03
SpongeBob SquarePants featuring Nicktoons: Globs of Doom;2008;THQ;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,29;0,22;0;0,07
SSX 3;2003;Electronic Arts;Sports;0,02;0,98;XB;Xbox;Microsoft;2001;24;Home;0,29;0,08;0;0,01
SSX 3;2003;Electronic Arts;Sports;0,02;0,98;GC;GameCube;Nintendo;2001;21,74;Home;0,29;0,08;0;0,01
SSX Blur;2007;Electronic Arts;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,01;0;0,03
Syphon Filter 3;2001;Sony Computer Entertainment;Shooter;0,055;0,945;PS;PlayStation;Sony;1994;102,49;Home;0,29;0,2;0;0,03
Tales of Xillia;2011;Namco Bandai Games;Role-Playing;0,26;0,74;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;0,19;0,67;0,09
Tetris Party Deluxe;2010;Nintendo;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,29;0,3;0,12;0,07
Tetrisphere;1997;Nintendo;Puzzle;0,42;0,58;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,29;0,06;0;0
The Conduit;2009;Sega;Shooter;0,055;0,945;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,23;0;0,06
The Fight: Lights Out;2010;Sony Computer Entertainment;Fighting;0,134;0,866;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;0,22;0;0,09
The Grinch;1999;Konami Digital Entertainment;Adventure;0,36;0,64;PS;PlayStation;Sony;1994;102,49;Home;0,29;0,2;0;0,03
The House of The Dead III;2002;Sega;Shooter;0,055;0,945;XB;Xbox;Microsoft;2001;24;Home;0,29;0,08;0;0,01
The Incredibles: Rise of the Underminer;2005;THQ;Action;0,18;0,82;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,29;0,11;0;0,01
The Princess and the Frog;2009;Disney Interactive Studios;Platform;0,25;0,75;Wii;Wii;Nintendo;2006;101,63;Home;0,29;0,13;0;0,04
Tiger Woods PGA Tour 13;2012;Electronic Arts;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;0,29;0,18;0;0,04
TimeSplitters 2;2002;Eidos Interactive;Shooter;0,055;0,945;XB;Xbox;Microsoft;2001;24;Home;0,29;0,33;0;0,01
Tom Clancy's Ghost Recon 2: Summit Strike;2005;Ubisoft;Shooter;0,055;0,945;XB;Xbox;Microsoft;2001;24;Home;0,29;0,08;0;0,01
Ultimate Spider-Man;2005;Activision;Action;0,18;0,82;GC;GameCube;Nintendo;2001;21,74;Home;0,29;0,07;0;0,01
Unit 13;2012;Sony Computer Entertainment;Shooter;0,055;0,945;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,29;0,15;0,04;0,07
Virtua Fighter 5;2007;Sega;Fighting;0,134;0,866;PS3;PlayStation 3;Sony;2006;87,4;Home;0,29;0,52;0,08;0,2
Wall-E;2008;THQ;Platform;0,25;0,75;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,29;0,22;0;0,14
Wall-E;2008;THQ;Platform;0,25;0,75;X360;Xbox 360;Microsoft;2005;84;Home;0,29;0,26;0;0,07
Xenogears;1998;SquareSoft;Role-Playing;0,26;0,74;PS;PlayStation;Sony;1994;102,49;Home;0,29;0,19;0,89;0,1
Alvin and the Chipmunks: The Squeakquel;2009;Majesco Entertainment;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0;0;0,02
Arena Football;2006;Electronic Arts;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,22;0;0,07
Armored Core 2;2000;Ubisoft;Simulation;0,69;0,31;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,22;0,23;0,07
Art Academy;2010;Nintendo;Misc;0,38;0,62;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;1,68;0,33;0,28
Assassin's Creed III;2012;Ubisoft;Action;0,18;0,82;PC;Personal Computer;Computer;1975;999,99;Home;0,28;0,53;0;0,13
Automobili Lamborghini;1997;Titus;Racing;0,06;0,94;N64;Nintendo 64;Nintendo;1996;32,93;Home;0,28;0,17;0;0,01
Barbie as The Island Princess;2007;Activision;Adventure;0,36;0,64;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0,01;0;0,02
Bases Loaded '96: Double Header;1995;Jaleco;Sports;0,02;0,98;PS;PlayStation;Sony;1994;102,49;Home;0,28;0,19;0;0,03
BioShock Infinite;2013;Take-Two Interactive;Shooter;0,055;0,945;PC;Personal Computer;Computer;1975;999,99;Home;0,28;0,3;0;0,08
Blue's Clues: Blue's Big Musical;2001;THQ;Misc;0,38;0,62;PS;PlayStation;Sony;1994;102,49;Home;0,28;0,19;0;0,03
Buzz! Quiz TV;2008;Sony Computer Entertainment;Misc;0,38;0,62;PS3;PlayStation 3;Sony;2006;87,4;Home;0,28;0,48;0;0,14
Cabela's Big Game Hunter 2005 Adventures;2004;Activision;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,21;0;0,07
Cabela's Dangerous Hunts 2011;2010;Activision;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,01;0;0,02
Cars 2;2011;Disney Interactive Studios;Racing;0,06;0,94;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,17;0;0,05
Child of Eden;2011;Ubisoft;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,12;0;0,04
Chrono Trigger;1995;SquareSoft;Role-Playing;0,26;0,74;SNES;Super Nintendo Entertainment System;Nintendo;1990;49,1;Home;0,28;0;2,02;0,01
Clive Barker's Jericho;2007;Codemasters;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,01;0;0,02
Coded Arms;2005;Konami Digital Entertainment;Shooter;0,055;0,945;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,28;0,29;0;0,18
Contra 4;2007;Konami Digital Entertainment;Shooter;0,055;0,945;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0;0,01;0,02
Contra: Shattered Soldier;2002;Konami Digital Entertainment;Shooter;0,055;0,945;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,22;0;0,07
Dance Dance Revolution Ultramix 3;2005;Konami Digital Entertainment;Simulation;0,69;0,31;XB;Xbox;Microsoft;2001;24;Home;0,28;0,08;0;0,01
Dance Dance Revolution Universe 3;2008;Konami Digital Entertainment;Simulation;0,69;0,31;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0;0;0,02
Devil May Cry HD Collection;2012;Capcom;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,11;0,01;0,03
Disney's Brother Bear;2003;THQ;Action;0,18;0,82;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,28;0,1;0;0,01
Doom 3 BFG Edition;2012;Bethesda Softworks;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,17;0;0,04
EA Sports UFC 2;2016;Electronic Arts;Sports;0,02;0,98;PS4;PlayStation 4;Sony;2013;108,9;Home;0,28;0,47;0;0,14
F.E.A.R.;2006;Vivendi Games;Shooter;0,055;0,945;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,03;0;0,03
FIFA 17;2016;Electronic Arts;Sports;0,02;0,98;PS4;PlayStation 4;Sony;2013;108,9;Home;0,28;3,75;0,06;0,69
Fire Emblem: Radiant Dawn;2007;Nintendo;Strategy;0,09;0,91;Wii;Wii;Nintendo;2006;101,63;Home;0,28;0,03;0,17;0,03
Frozen: Olaf's Quest;2013;Disney Interactive Studios;Platform;0,25;0,75;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0,35;0;0,06
GoldenEye: Rogue Agent;2004;Electronic Arts;Shooter;0,055;0,945;GC;GameCube;Nintendo;2001;21,74;Home;0,28;0,07;0;0,01
Grand Theft Auto: Chinatown Wars;2009;Take-Two Interactive;Action;0,18;0,82;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,28;0,5;0,03;0,28
Guitar Hero 5;2009;Activision;Misc;0,38;0,62;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,3;0;0,54
Guitar Hero: Metallica;2009;Activision;Misc;0,38;0,62;PS3;PlayStation 3;Sony;2006;87,4;Home;0,28;0,24;0;0,1
Harry Potter and the Half-Blood Prince;2009;Electronic Arts;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,28;0,4;0;0,09
Harry Potter and the Order of the Phoenix;2007;Electronic Arts;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0,47;0;0,1
Harry Potter Collection;2006;Electronic Arts;Misc;0,38;0,62;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,21;0;0,07
Harry Potter: Quidditch World Cup;2003;Electronic Arts;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,28;0,1;0;0,01
Hasbro Family Game Night;2008;Electronic Arts;Puzzle;0,42;0,58;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,22;0;0,07
Hunter: The Reckoning;2002;Interplay;Action;0,18;0,82;XB;Xbox;Microsoft;2001;24;Home;0,28;0,08;0;0,01
Imagine: Family Doctor;2009;Ubisoft;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0,01;0;0,02
Jampack Summer 2002;2002;Sony Computer Entertainment;Misc;0,38;0,62;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,22;0;0,07
Jonas;2009;Disney Interactive Studios;Adventure;0,36;0,64;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0;0;0,02
Just Dance 2016;2015;Ubisoft;Misc;0,38;0,62;WiiU;Wii U;Nintendo;2012;13,56;Home;0,28;0,25;0;0,05
Just Dance Kids 2;2011;Ubisoft;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,28;0;0;0,02
Kameo: Elements of Power;2005;Microsoft Game Studios;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,03;0;0,03
Knockout Kings 2001;2001;Electronic Arts;Fighting;0,134;0,866;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,21;0;0,07
LEGO Jurassic World;2015;Warner Bros. Interactive Entertainment;Action;0,18;0,82;WiiU;Wii U;Nintendo;2012;13,56;Home;0,28;0,19;0,02;0,04
LEGO Marvel Super Heroes;2013;Warner Bros. Interactive Entertainment;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0,17;0;0,04
Looney Tunes: Duck Amuck;2007;Warner Bros. Interactive Entertainment;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0;0;0,02
Lord of the Rings: Battle for Middle-Earth;2006;Electronic Arts;Strategy;0,09;0,91;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0;0;0,02
Madden NFL 2005;2004;Electronic Arts;Sports;0,02;0,98;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,28;0,1;0;0,01
Major League Baseball 2K8;2008;Bethesda Softworks;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,28;0;0;0,02
Mass Effect Trilogy;2012;Electronic Arts;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,1;0;0,03
Math Play;2006;Ubisoft;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0;0;0,02
Mega Man 6;1993;Capcom;Platform;0,25;0,75;NES;Nintendo Entertainment System;Nintendo;1983;61,91;Home;0,28;0,07;0,16;0,01
Middle-Earth: Shadow of Mordor;2014;Warner Bros. Interactive Entertainment;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,21;0;0,05
Minecraft;2014;Sony Computer Entertainment Europe;Misc;0,38;0,62;PSV;PlayStation Vita;Sony;2011;10;Handheld;0,28;0,79;0,87;0,32
Monster Lab;2008;Eidos Interactive;Role-Playing;0,26;0,74;Wii;Wii;Nintendo;2006;101,63;Home;0,28;0,02;0;0,02
My Baby: First Steps;2009;SouthPeak Games;Simulation;0,69;0,31;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0,03;0;0,02
Naruto: Uzumaki Chronicles 2;2006;Namco Bandai Games;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,22;0;0,07
NBA Inside Drive 2002;2002;Microsoft Game Studios;Sports;0,02;0,98;XB;Xbox;Microsoft;2001;24;Home;0,28;0,08;0;0,01
NBA Live 08;2007;Electronic Arts;Sports;0,02;0,98;PSP;PlayStation Portable;Sony;2004;80;Handheld;0,28;0;0;0,02
NBA Street V3;2005;Electronic Arts;Sports;0,02;0,98;XB;Xbox;Microsoft;2001;24;Home;0,28;0,03;0;0,01
NCAA Football 10;2009;Electronic Arts;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,22;0;0,07
NCAA March Madness 07;2007;Electronic Arts;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,22;0;0,07
NHL 14;2013;Electronic Arts;Sports;0,02;0,98;PS3;PlayStation 3;Sony;2006;87,4;Home;0,28;0,19;0;0,09
NHL FaceOff 98;1997;Sony Computer Entertainment;Sports;0,02;0,98;PS;PlayStation;Sony;1994;102,49;Home;0,28;0,19;0;0,03
NHL Hitz 20-02;2001;Midway Games;Sports;0,02;0,98;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,22;0;0,07
Nicktoons: Battle for Volcano Island;2006;THQ;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0;0;0,02
Nintendo World Cup;1990;Nintendo;Sports;0,02;0,98;NES;Nintendo Entertainment System;Nintendo;1983;61,91;Home;0,28;0,5;0,65;0,05
Pac-Man World 2;2002;Nintendo;Action;0,18;0,82;GC;GameCube;Nintendo;2001;21,74;Home;0,28;0,07;0;0,01
Petz Dogz 2;2007;Ubisoft;Simulation;0,69;0,31;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,21;0;0,07
Puzzle Quest: Challenge of the Warlords;2007;D3Publisher;Puzzle;0,42;0,58;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0,01;0,03;0,02
RealSports Boxing;1986;Atari;Sports;0,02;0,98;2600;Atari 2600;Atari;1977;30;Home;0,28;0,02;0;0
Rise of Nightmares;2011;Sega;Action;0,18;0,82;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,13;0,01;0,04
Rockstar Games presents Table Tennis;2006;Take-Two Interactive;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,39;0;0,09
Rune Factory 3: A Fantasy Harvest Moon;2009;Rising Star Games;Role-Playing;0,26;0,74;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0,03;0,1;0,02
Sega Superstars Tennis;2008;Sega;Sports;0,02;0,98;Wii;Wii;Nintendo;2006;101,63;Home;0,28;0,65;0;0,13
Shin Megami Tensei IV;2013;Atlus;Role-Playing;0,26;0,74;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,28;0;0,27;0,02
Shin Megami Tensei: Devil Survivor Overclocked;2011;Ghostlight;Role-Playing;0,26;0,74;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,28;0,01;0,06;0,02
Shrek's Carnival Craze Party Games;2008;Activision;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,28;0;0;0,02
Six Flags Fun Park;2009;Ubisoft;Misc;0,38;0,62;Wii;Wii;Nintendo;2006;101,63;Home;0,28;0,1;0;0,04
Star Ocean: The Last Hope International;2010;Square Enix;Role-Playing;0,26;0,74;PS3;PlayStation 3;Sony;2006;87,4;Home;0,28;0,16;0,22;0,08
Street Fighter EX Plus Alpha;1997;Virgin Interactive;Fighting;0,134;0,866;PS;PlayStation;Sony;1994;102,49;Home;0,28;0,19;0,23;0,05
Tales of Graces f;2010;Namco Bandai Games;Role-Playing;0,26;0,74;PS3;PlayStation 3;Sony;2006;87,4;Home;0,28;0,21;0,45;0,08
Tekken Tag Tournament 2;2012;Namco Bandai Games;Fighting;0,134;0,866;PS3;PlayStation 3;Sony;2006;87,4;Home;0,28;0,33;0,13;0,14
Terminator 3: Rise of the Machines;2003;Atari;Action;0,18;0,82;PS2;PlayStation 2;Sony;2000;155;Home;0,28;0,22;0;0,07
The Eye of Judgment;2007;Sony Computer Entertainment;Misc;0,38;0,62;PS3;PlayStation 3;Sony;2006;87,4;Home;0,28;0;0,02;0,03
The Golden Compass;2007;Sega;Action;0,18;0,82;DS;Nintendo DS;Nintendo;2004;154,02;Handheld;0,28;0,25;0;0,06
The Incredible Hulk;2008;Sega;Action;0,18;0,82;Wii;Wii;Nintendo;2006;101,63;Home;0,28;0,01;0;0,02
The LEGO Movie Videogame;2014;Warner Bros. Interactive Entertainment;Action;0,18;0,82;3DS;Nintendo 3DS;Nintendo;2011;75,71;Handheld;0,28;0,31;0,05;0,05
The Orange Box;2007;Electronic Arts;Shooter;0,055;0,945;PS3;PlayStation 3;Sony;2006;87,4;Home;0,28;0,59;0;0,22
The Sims 2;2005;Electronic Arts;Simulation;0,69;0,31;GBA;Game Boy Advance;Nintendo;2001;81,51;Handheld;0,28;0,1;0;0,01
The Walking Dead: Survival Instinct;2013;Activision;Shooter;0,055;0,945;PS3;PlayStation 3;Sony;2006;87,4;Home;0,28;0,17;0;0,08
Thief (2014);2014;Square Enix;Action;0,18;0,82;PS4;PlayStation 4;Sony;2013;108,9;Home;0,28;0,37;0,03;0,16
Tiger Woods PGA Tour 06;2005;Electronic Arts;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0;0;0,02
Tiger Woods PGA Tour 11;2010;Electronic Arts;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,2;0;0,05
Tony Hawk's American Wasteland;2005;Activision;Sports;0,02;0,98;X360;Xbox 360;Microsoft;2005;84;Home;0,28;0,02;0;0,03
